Date,Open,High,Low,Close,Adj Close,Volume,Profit
2021-03-05,115.33460998535156,118.3078384399414,114.96176147460938,117.42829895019533,97.93991088867188,7268968,2.093688964843764
2021-03-08,117.58126068115234,121.2715072631836,117.4760971069336,119.32122039794922,99.51866149902344,7572203,1.739959716796875
2021-03-10,119.55066680908205,122.60037994384766,119.13002014160156,122.24665069580078,101.95858001708984,7581199,2.695983886718736
2021-03-22,122.84894561767578,124.97132110595705,122.26577758789062,124.8087921142578,104.09552001953124,4356485,1.959846496582017
2021-03-25,124.59847259521484,127.38050079345705,124.06309509277344,127.2179718017578,106.1048812866211,5809484,2.6194992065429545
2021-03-26,127.42829895019533,130.47801208496094,127.26577758789062,130.38241577148438,108.74415588378906,5823710,2.9541168212890483
2021-04-05,127.76290893554688,130.67877197265625,127.53346252441406,129.9521942138672,108.38532257080078,5722980,2.1892852783203125
2021-04-21,131.988525390625,137.4091796875,131.65391540527344,137.23709106445312,114.46121978759766,12456814,5.248565673828125
2021-05-06,138.87188720703125,141.97897338867188,138.79541015625,141.89292907714844,118.3443603515625,7848661,3.0210418701171875
2021-05-13,135.2294464111328,138.52772521972656,135.06692504882812,137.829833984375,116.24002075195312,4807207,2.6003875732421875
2021-06-04,139.579345703125,141.06118774414062,139.3498992919922,140.93690490722656,118.86040496826172,3261323,1.3575592041015625
2021-06-09,142.47610473632812,144.4263916015625,142.27532958984375,144.04397583007812,121.48077392578124,5547252,1.56787109375
2021-06-21,137.7724609375,140.602294921875,137.72467041015625,140.2007598876953,118.23955535888672,4482633,2.4282989501953125
2021-06-25,138.9866180419922,140.46844482421875,138.57553100585938,140.38241577148438,118.3927764892578,3759533,1.3957977294921875
2021-06-30,138.7476043701172,140.46844482421875,138.34608459472656,140.14340209960938,118.19117736816406,3394375,1.3957977294921875
2021-07-08,131.72084045410156,135.09559631347656,131.6061248779297,134.55067443847656,113.47450256347656,5739820,2.829833984375
2021-07-19,130.44932556152344,132.3996124267578,130.21987915039062,131.8546905517578,111.20083618164062,8977086,1.405364990234375
2021-08-03,135.65965270996094,138.33651733398438,135.420654296875,137.73422241210938,116.15937042236328,4272596,2.0745697021484375
2021-09-23,129.30210876464844,131.37667846679688,129.09178161621094,130.71701049804688,111.51056671142578,3151807,1.4149017333984375
2021-09-29,131.67303466796875,133.7762908935547,130.4397735595703,133.0592803955078,113.50865173339844,3947499,1.3862457275390625
2021-10-01,134.7992401123047,137.6386260986328,134.1969451904297,137.0172119140625,116.88504028320312,6907889,2.2179718017578125
2021-10-08,135.5736083984375,137.33270263671875,134.84703063964844,136.92160034179688,116.80348205566406,3902940,1.347991943359375
2021-10-14,134.8374786376953,137.5908203125,134.8087921142578,137.08413696289062,116.94214630126952,4410668,2.2466583251953125
2021-11-05,121.43000030517578,123.7699966430664,121.43000030517578,123.61000061035156,105.44778442382812,6790500,2.1800003051757812
2021-12-03,117.36000061035156,119.36000061035156,117.36000061035156,118.83999633789062,102.7314453125,6630100,1.4799957275390625
2021-12-09,122.1500015258789,123.9499969482422,121.79000091552734,123.56999969482422,106.8203125,4601100,1.4199981689453125
2021-12-14,122.3499984741211,125.02999877929688,122.3000030517578,123.76000213623048,106.98455810546876,5716100,1.4100036621093892
2021-12-16,123.51000213623048,126.63999938964844,123.4800033569336,125.93000030517578,108.86042785644533,7280500,2.4199981689452983
2021-12-17,125.87000274658205,128.63999938964844,125.20999908447266,127.4000015258789,110.13117980957033,10379000,1.5299987792968608
2022-01-03,134.07000732421875,136.2899932861328,133.6300048828125,136.0399932861328,117.60003662109376,4605900,1.9699859619140625
2022-01-04,136.10000610351562,139.9499969482422,135.89999389648438,138.02000427246094,119.3116455078125,7300000,1.9199981689453125
2022-01-11,130.52000427246094,133.25,127.97000122070312,132.8699951171875,114.8597183227539,11105300,2.3499908447265625
2022-01-25,129.13999938964844,137.33999633789062,128.3000030517578,136.10000610351562,117.65191650390624,19715700,6.9600067138671875
2022-02-01,133.75999450683594,135.9600067138672,132.5,135.52999877929688,117.1591567993164,6206400,1.7700042724609375
2022-02-02,135.6999969482422,137.55999755859375,135.25999450683594,137.25,118.6460189819336,5357200,1.5500030517578125
2022-02-24,120.0,122.0999984741211,118.80999755859376,121.97000122070312,106.70724487304688,6563200,1.970001220703125
2022-02-25,122.0500030517578,124.26000213623048,121.4499969482422,124.18000030517578,108.64068603515624,4460900,2.129997253417983
2022-03-04,124.4000015258789,127.3499984741211,124.20999908447266,126.62000274658205,110.77536010742188,4402400,2.220001220703139
2022-03-15,124.0,125.94000244140624,123.22000122070312,125.63999938964844,109.9179916381836,4021200,1.6399993896484375
2022-03-18,127.37999725341795,128.92999267578125,126.37000274658205,128.75999450683594,112.6475601196289,7466000,1.379997253417983
2022-03-25,129.5,131.39999389648438,129.30999755859375,131.35000610351562,114.91348266601562,3530200,1.850006103515625
2022-04-06,127.77999877929688,129.50999450683594,127.25,129.38999938964844,113.19873809814452,3958100,1.6100006103515625
2022-04-19,126.08000183105467,129.39999389648438,126.0,129.14999389648438,112.98876190185548,7971400,3.0699920654297017
2022-04-20,135.0,139.55999755859375,133.3800048828125,138.32000732421875,121.01126861572266,17859200,3.32000732421875
2022-04-21,138.22999572753906,141.8800048828125,137.35000610351562,139.85000610351562,122.34981536865234,9922300,1.6200103759765625
2022-04-25,137.58999633789062,139.64999389648438,135.19000244140625,139.10000610351562,121.69367218017578,5748300,1.510009765625
2022-05-04,132.8699951171875,137.8699951171875,132.13999938964844,137.39999389648438,120.2063980102539,5932600,4.529998779296875
2022-05-06,135.47000122070312,137.99000549316406,135.47000122070312,137.6699981689453,120.4426040649414,7306400,2.1999969482421875
2022-05-12,131.27000427246094,133.6199951171875,130.41000366210938,132.89999389648438,117.67991638183594,5384800,1.6299896240234375
2022-05-16,133.10000610351562,136.50999450683594,132.41000366210938,135.02999877929688,119.56598663330078,4250400,1.92999267578125
2022-05-23,129.5,131.9499969482422,129.4199981689453,131.1699981689453,116.14804077148438,3591500,1.6699981689453125
2022-05-24,130.57000732421875,134.3699951171875,130.4199981689453,133.8000030517578,118.47687530517578,4189700,3.2299957275390625
2022-05-25,132.86000061035156,134.82000732421875,132.86000061035156,134.38999938964844,118.99929809570312,3299300,1.529998779296875
2022-05-26,135.0,137.5500030517578,134.52000427246094,136.88999938964844,121.21300506591795,3929300,1.8899993896484375
2022-05-27,137.38999938964844,139.74000549316406,137.24000549316406,139.27000427246094,123.32041931152344,4608000,1.8800048828125
2022-06-21,135.89999389648438,138.5,135.89999389648438,137.85000610351562,122.06304931640624,4089300,1.95001220703125
2022-06-24,139.1999969482422,142.3699951171875,139.1300048828125,142.05999755859375,125.7909164428711,11493000,2.8600006103515625
2022-06-30,139.5800018310547,142.4600067138672,139.27999877929688,141.19000244140625,125.0205307006836,4878000,1.6100006103515625
2022-07-07,138.91000366210938,141.32000732421875,138.8300018310547,140.8300018310547,124.70177459716795,3897100,1.9199981689453125
2022-07-14,135.60000610351562,139.42999267578125,135.02000427246094,139.05999755859375,123.13443756103516,5298400,3.459991455078125
2022-08-12,132.6199951171875,134.08999633789062,131.97999572753906,134.00999450683594,120.15786743164062,2766900,1.3899993896484375
2022-08-15,132.9600067138672,135.19000244140625,132.24000549316406,134.92999267578125,120.98277282714844,2791200,1.9699859619140625
2022-08-16,134.60000610351562,137.3699951171875,134.4499969482422,136.55999755859375,122.44427490234376,4313600,1.959991455078125
2022-09-16,124.36000061035156,127.52999877929688,123.83000183105467,127.2699966430664,114.11456298828124,9839700,2.9099960327148438
2022-10-03,120.16000366210938,122.20999908447266,119.5999984741211,121.51000213623048,108.94995880126952,4261700,1.349998474121108
2022-10-04,122.8000030517578,125.6500015258789,122.5199966430664,125.5,112.52753448486328,4566100,2.6999969482422017
2022-10-13,116.0999984741211,122.1500015258789,115.5500030517578,121.79000091552734,109.20101165771484,5837500,5.69000244140625
2022-10-20,126.25,128.9600067138672,125.1500015258789,128.3000030517578,115.03809356689452,13623100,2.0500030517578125
2022-10-21,128.38999938964844,130.85000610351562,127.58999633789062,129.89999389648438,116.4727020263672,7201300,1.5099945068359375
2022-10-24,130.89999389648438,133.11000061035156,129.85000610351562,132.69000244140625,118.9743194580078,5610900,1.790008544921875
2022-10-28,135.55999755859375,138.86000061035156,135.22000122070312,138.50999450683594,124.1927261352539,5965500,2.9499969482421875
2022-11-07,136.63999938964844,138.6999969482422,136.50999450683594,138.33999633789062,124.04029846191406,4043100,1.6999969482421875
2022-11-11,141.5,144.1300048828125,140.9600067138672,143.1699981689453,129.90155029296875,5871300,1.6699981689453125
2022-11-14,142.6300048828125,146.0800018310547,142.17999267578125,144.1999969482422,130.83612060546875,5293500,1.5699920654296875
2022-11-17,143.41000366210938,146.17999267578125,143.25,146.08999633789062,132.55099487304688,3954000,2.67999267578125
2022-11-22,147.60000610351562,149.35000610351562,147.02000427246094,149.10000610351562,135.28201293945312,7062100,1.5
2022-11-30,146.19000244140625,149.63999938964844,145.6699981689453,148.89999389648438,135.10052490234375,6377600,2.709991455078125
2022-12-12,147.82000732421875,149.2100067138672,146.94000244140625,149.2100067138672,135.3818359375,4032800,1.3899993896484375
2022-12-20,138.83999633789062,141.42999267578125,138.33999633789062,141.27999877929688,128.1867218017578,5156500,2.44000244140625
2023-01-13,144.05999755859375,146.10000610351562,144.00999450683594,145.88999938964844,132.36949157714844,2455700,1.8300018310546875
2023-02-10,133.77999877929688,135.77000427246094,133.5,135.60000610351562,124.54437255859376,5049600,1.82000732421875
2023-02-13,136.0,137.38999938964844,135.85000610351562,137.35000610351562,126.1517105102539,4403000,1.350006103515625
2023-03-16,122.95999908447266,124.81999969482422,121.91999816894533,124.6999969482422,114.53306579589844,6438700,1.7399978637695455
2023-03-20,124.30999755859376,126.16000366210938,124.19000244140624,125.94000244140624,115.67196655273438,4588300,1.6300048828124716
2023-03-24,123.36000061035156,125.4000015258789,122.87999725341795,125.29000091552734,115.0749740600586,3812300,1.9300003051757812
2023-03-27,126.47000122070312,130.25999450683594,126.47000122070312,129.30999755859375,118.76720428466795,6524100,2.839996337890625
2023-03-31,129.47000122070312,131.22999572753906,129.4199981689453,131.08999633789062,120.40208435058594,4524700,1.6199951171875
2023-05-12,121.41000366210938,122.86000061035156,121.11000061035156,122.83999633789062,114.36312866210938,4560500,1.42999267578125
2023-05-17,123.94000244140624,125.8499984741211,123.47000122070312,125.70999908447266,117.03509521484376,4515100,1.7699966430664205
2023-05-26,127.05999755859376,129.66000366210938,126.80999755859376,128.88999938964844,119.9956512451172,5612600,1.8300018310546733
2023-06-01,128.44000244140625,130.14999389648438,127.77999877929688,129.82000732421875,120.86148071289062,4136100,1.3800048828125
2023-06-02,130.3800048828125,133.1199951171875,130.14999389648438,132.4199981689453,123.28205108642578,5373900,2.0399932861328125
2023-06-07,132.5,134.44000244140625,132.19000244140625,134.3800048828125,125.10679626464844,5772000,1.8800048828125
2023-06-26,129.38999938964844,131.41000366210938,129.30999755859375,131.33999633789062,122.2765884399414,4845600,1.9499969482421875
2023-06-29,131.75,134.35000610351562,131.69000244140625,134.05999755859375,124.80889892578124,3639800,2.30999755859375
2023-08-02,142.77999877929688,144.3000030517578,142.30999755859375,144.1699981689453,134.22120666503906,4957400,1.3899993896484375
2023-08-18,140.0,141.8300018310547,139.75999450683594,141.41000366210938,133.16671752929688,3914700,1.410003662109375
2023-08-23,141.72000122070312,143.47999572753906,141.5800018310547,143.41000366210938,135.05010986328125,2559100,1.69000244140625
2023-09-19,145.0,146.72000122070312,144.66000366210938,146.52000427246094,137.97885131835938,3945400,1.5200042724609375
2023-09-20,148.36000061035156,151.92999267578125,148.1300048828125,149.8300018310547,141.0958709716797,9632400,1.470001220703125
2023-10-17,137.1199951171875,140.6199951171875,136.30999755859375,140.32000732421875,132.14022827148438,4172800,3.20001220703125
2023-10-26,142.1999969482422,144.41000366210938,141.5800018310547,143.75999450683594,135.3797149658203,11130200,1.55999755859375
2023-10-31,143.0,144.75999450683594,142.58999633789062,144.63999938964844,136.2084197998047,6591800,1.6399993896484375
2023-11-10,147.44000244140625,149.1699981689453,146.85000610351562,149.02000427246094,141.92462158203125,3179000,1.5800018310546875
2023-11-15,150.39999389648438,153.22000122070312,150.39999389648438,152.5800018310547,145.3151397705078,4632500,2.1800079345703125
2023-11-20,152.50999450683594,154.67999267578125,152.35000610351562,154.35000610351562,147.00086975097656,3658500,1.8400115966796875
2023-11-30,156.9499969482422,158.60000610351562,156.88999938964844,158.55999755859375,151.01039123535156,6740600,1.6100006103515625
2023-12-01,158.41000366210938,160.58999633789062,158.0,160.5500030517578,152.90565490722656,4871000,2.1399993896484375
2023-12-08,160.0,162.0399932861328,160.0,161.9600067138672,154.24851989746094,4560400,1.9600067138671875
2023-12-12,163.27000427246094,166.33999633789062,162.9199981689453,164.7100067138672,156.8675994873047,5292300,1.44000244140625
2024-01-08,158.69000244140625,161.22000122070312,157.88999938964844,161.13999938964844,153.46754455566406,3321700,2.4499969482421875
2024-01-12,162.97000122070312,165.97999572753906,162.35000610351562,165.8000030517578,157.90567016601562,4956400,2.8300018310546875
2024-01-25,184.9600067138672,196.8999938964844,184.8300018310547,190.42999267578125,181.36294555664065,29596200,5.4699859619140625
2024-02-01,183.6300048828125,187.50999450683597,182.7100067138672,186.8999938964844,178.0010223388672,4669400,3.2699890136719034
2024-02-08,182.6300048828125,184.5500030517578,181.4900054931641,184.3600006103516,177.18270874023438,5161200,1.729995727539091
2024-02-09,184.44000244140625,187.17999267578125,183.8500061035156,186.33999633789065,179.08563232421875,5064600,1.8999938964844034
2024-02-15,183.6199951171875,186.97999572753903,183.6199951171875,186.8699951171875,179.59500122070312,4714300,3.25
2024-02-22,182.4499969482422,184.5500030517578,181.92999267578125,184.2100067138672,177.03857421875,5078400,1.760009765625
2024-03-01,185.4900054931641,188.3800048828125,185.17999267578125,188.1999969482422,180.8732147216797,4017300,2.7099914550780966
2024-03-04,187.75999450683597,193.8999938964844,187.6000061035156,193.05999755859372,185.54400634765625,7938300,5.300003051757756
2024-03-06,193.5,198.1300048828125,192.9600067138672,196.16000366210935,188.52333068847656,6945800,2.6600036621093466
2024-03-12,192.4600067138672,199.17999267578125,192.1499938964844,197.77999877929688,190.08026123046875,5880100,5.3199920654296875
2024-03-19,191.4900054931641,193.5800018310547,190.27999877929688,193.33999633789065,185.8131256103516,5317300,1.8499908447265625
2024-04-03,188.6000061035156,191.3500061035156,188.4900054931641,190.8999938964844,183.46810913085935,2826200,2.299987792968807
2024-05-06,166.5,168.6699981689453,166.3800048828125,168.61000061035156,162.04588317871094,4222300,2.1100006103515625
2024-05-08,168.00999450683594,170.25999450683594,167.89999389648438,169.89999389648438,163.28564453125,3522000,1.8899993896484375
2024-05-21,169.94000244140625,174.97000122070312,169.94000244140625,173.47000122070312,168.37164306640625,6459800,3.529998779296875
2024-06-07,168.17999267578125,171.30999755859375,168.05999755859375,170.00999450683594,165.01333618164062,3475500,1.8300018310546875
2024-06-28,170.85000610351562,173.4600067138672,170.52999877929688,172.9499969482422,167.86692810058594,4193300,2.0999908447265625
2024-07-01,173.4499969482422,176.4600067138672,173.3800048828125,175.10000610351562,169.95375061035156,3321000,1.6500091552734375
2024-07-02,174.83999633789062,177.49000549316406,174.32000732421875,177.3000030517578,172.08909606933594,2883300,2.4600067138671875
2024-07-12,178.55999755859375,184.16000366210935,178.5,182.8300018310547,177.45655822753906,4785600,4.2700042724609375
2024-07-17,185.44000244140625,187.94000244140625,185.07000732421875,187.4499969482422,181.94076538085935,4225300,2.0099945068359375
2024-07-25,186.8000030517578,196.25999450683597,185.3000030517578,191.97999572753903,186.33763122558597,9532800,5.179992675781222
2024-08-06,184.6999969482422,188.8999938964844,183.63999938964844,186.8000030517578,181.30987548828125,3632500,2.100006103515625
2024-08-08,187.5,192.8800048828125,187.0,192.6100006103516,186.9491271972656,3712700,5.110000610351591
2024-08-20,194.58999633789065,196.2100067138672,193.75,196.02999877929688,191.9327392578125,1790400,1.4400024414062216
2024-08-26,196.0,198.3500061035156,195.8999938964844,197.97999572753903,193.8419647216797,2567200,1.979995727539034
2024-08-30,199.1100006103516,202.1699981689453,198.72999572753903,202.1300048828125,197.90524291992188,4751000,3.020004272460909
2024-09-04,200.75999450683597,204.3600006103516,200.5,204.1100006103516,199.84385681152344,3142500,3.350006103515625
2024-09-09,201.94000244140625,205.0500030517578,201.42999267578125,203.52999877929688,199.2759704589844,3705000,1.589996337890625
2024-09-11,207.75999450683597,210.1199951171875,203.0399932861328,209.88999938964844,205.50303649902344,5554300,2.1300048828124716
2024-09-12,210.0,212.6499938964844,208.2700042724609,211.6100006103516,207.1871032714844,4616400,1.610000610351591
2024-09-13,212.47999572753903,216.08999633789065,212.1300048828125,214.7899932861328,210.3006134033203,4572300,2.3099975585937784
2024-09-20,214.3300018310547,217.8500061035156,213.7400054931641,217.6999969482422,213.1498107910156,9958800,3.3699951171875
2024-09-23,218.0,220.6199951171875,217.2700042724609,220.5,215.8912811279297,4074800,2.5
2024-10-02,218.30999755859372,220.1999969482422,215.8000030517578,219.72999572753903,215.13735961914065,3343400,1.4199981689453125
2024-10-03,219.5,222.8300018310547,219.2700042724609,222.72000122070312,218.06488037109372,3788300,3.220001220703125
2024-10-04,223.75,226.0800018310547,223.2700042724609,226.0,221.2763214111328,3553800,2.25
2024-10-07,225.3800048828125,227.6699981689453,225.0200042724609,227.1199951171875,222.37290954589844,3458000,1.739990234375
2024-10-09,229.1999969482422,234.9499969482422,228.5,234.3000030517578,229.40284729003903,5083600,5.100006103515625
2024-10-14,233.57000732421875,236.1199951171875,233.1699981689453,235.25999450683597,230.3427734375,2524400,1.689987182617216
2024-10-16,232.1100006103516,233.8800048828125,231.1199951171875,233.6699981689453,228.7860107421875,2846700,1.5599975585937216
2024-10-23,230.41000366210935,233.33999633789065,230.25999450683597,232.75,227.88525390625,5791000,2.3399963378906534
2024-10-31,204.1300048828125,208.1300048828125,203.50999450683597,206.72000122070312,202.3992919921875,5925300,2.589996337890625
2024-11-05,206.1699981689453,208.1199951171875,205.57000732421875,207.57000732421875,203.2315368652344,2441500,1.4000091552734375
2024-11-13,209.5,211.41000366210935,209.07000732421875,210.9199981689453,208.13905334472656,3247800,1.4199981689453125
2024-11-19,206.5,210.3300018310547,206.19000244140625,210.25,207.47789001464844,2860700,3.75
2024-11-20,211.0,214.9600067138672,209.7700042724609,214.6000061035156,211.77053833007807,4562900,3.6000061035155966
2024-11-21,215.80999755859372,222.6300048828125,215.2700042724609,222.3999938964844,219.4676818847656,5236400,6.589996337890682
2024-11-25,223.3500061035156,226.4199981689453,222.6499938964844,226.1300048828125,223.1485137939453,7189300,2.7799987792969034
2024-11-26,226.72999572753903,228.97999572753903,225.50999450683597,228.8300018310547,225.8129119873047,4449500,2.1000061035156534
2024-12-03,227.2400054931641,229.1100006103516,226.6699981689453,229.0,225.9806671142578,3163800,1.759994506835909
2024-12-04,230.0,233.7400054931641,229.3500061035156,233.4900054931641,230.41148376464844,4104200,3.490005493164091
2024-12-06,234.42999267578125,238.3800048828125,234.22000122070312,238.0399932861328,234.90147399902344,4028400,3.6100006103515625
2024-12-10,228.3999938964844,234.38999938964844,227.8000030517578,231.72000122070312,228.6648101806641,4769500,3.3200073242187216
2024-12-12,230.66000366210935,233.88999938964844,230.3800048828125,232.25999450683597,229.1976776123047,4515700,1.5999908447266193
2024-12-24,222.2700042724609,224.44000244140625,221.5399932861328,224.41000366210935,221.45120239257807,1186200,2.1399993896484375
2024-12-26,223.30999755859372,225.3999938964844,222.5500030517578,224.88999938964844,221.92486572265625,3286500,1.580001831054716
2025-01-03,220.5500030517578,223.66000366210935,220.5500030517578,222.6499938964844,219.71438598632807,3872100,2.099990844726591
2025-01-16,219.69000244140625,222.67999267578125,217.3800048828125,222.66000366210935,219.72427368164065,3329100,2.9700012207030966
2025-01-23,223.94000244140625,226.0399932861328,223.1499938964844,226.0399932861328,223.05967712402344,3619700,2.0999908447265625
2025-01-27,222.19000244140625,224.3000030517578,219.83999633789065,224.1300048828125,221.1748809814453,4898400,1.94000244140625
2025-01-29,225.6199951171875,229.47000122070312,223.72999572753903,228.6300048828125,225.6155548095703,7079800,3.010009765625
2025-01-30,250.0,261.79998779296875,247.00999450683597,258.2699890136719,254.8647308349609,15381900,8.269989013671875
2025-02-03,252.3999938964844,262.0599975585937,251.83999633789065,260.7300109863281,257.2923278808594,8408500,8.330017089843722
2025-02-04,260.0,265.25,258.1199951171875,264.4599914550781,260.9731140136719,6077700,4.459991455078125
2025-02-11,251.1000061035156,256.75,250.5800018310547,254.6999969482422,253.01629638671875,4801600,3.599990844726591
2025-02-12,252.72000122070312,256.3999938964844,252.0200042724609,255.80999755859372,254.11895751953125,3075300,3.0899963378905966
2025-02-13,255.66000366210935,259.2799987792969,254.41000366210935,259.19000244140625,257.47662353515625,4531500,3.5299987792969034
2025-02-14,259.0,261.94000244140625,257.9100036621094,261.2799987792969,259.55279541015625,3925300,2.279998779296875
2025-02-19,262.0,264.3599853515625,260.0899963378906,264.32000732421875,262.5727233886719,3718700,2.32000732421875
2025-02-28,250.8600006103516,252.80999755859372,246.5399932861328,252.44000244140625,250.771240234375,7988800,1.580001831054659
2025-03-04,248.75,255.47999572753903,248.1000061035156,253.2100067138672,251.53616333007807,5342100,4.4600067138671875
2025-03-07,245.9499969482422,261.9599914550781,245.17999267578125,261.5400085449219,259.81109619140625,6700200,15.590011596679688
2025-03-14,242.75,248.9499969482422,241.67999267578125,248.3500061035156,246.70828247070312,4045200,5.600006103515597
2025-03-17,249.25,254.6300048828125,249.0,252.97000122070312,251.29774475097656,3233900,3.720001220703125
2025-03-19,248.3300018310547,253.66000366210935,246.63999938964844,252.2899932861328,250.62222290039065,3853600,3.959991455078125
2025-03-21,241.69000244140625,245.2100067138672,238.5,243.8699951171875,242.2578887939453,9580100,2.17999267578125
2025-03-25,248.3600006103516,250.8999938964844,248.1999969482422,249.8999938964844,248.2480316162109,3133800,1.5399932861328125
2025-03-31,242.7400054931641,250.88999938964844,242.4900054931641,248.66000366210935,247.0162353515625,6795000,5.919998168945256
2025-04-01,248.02999877929688,250.6199951171875,243.4900054931641,250.33999633789065,248.68511962890625,4412900,2.3099975585937784
2025-04-02,248.22000122070312,252.7899932861328,247.22999572753903,249.97999572753903,248.32749938964844,4080800,1.759994506835909
2025-04-07,219.2400054931641,232.2899932861328,214.5,225.77999877929688,224.2874755859375,7797900,6.539993286132784
2025-04-09,217.1199951171875,236.3000030517578,215.16000366210935,235.30999755859372,233.7544708251953,7302800,18.19000244140622
2025-04-11,229.72000122070312,237.5800018310547,227.50999450683597,235.47999572753903,233.92335510253903,4325900,5.759994506835909
2025-04-22,238.5,242.63999938964844,238.0200042724609,240.8999938964844,239.3075256347656,4232700,2.3999938964844034
2025-04-25,228.9499969482422,233.3600006103516,226.32000732421875,232.41000366210935,230.8736572265625,6700100,3.460006713867159
2025-04-28,232.8600006103516,236.6300048828125,232.07000732421875,236.16000366210935,234.59886169433597,3653500,3.3000030517577557
2025-04-29,237.0,239.97999572753903,236.13999938964844,239.38999938964844,237.80751037597656,3426500,2.3899993896484375
2025-04-30,236.72999572753903,242.47000122070312,234.33999633789065,241.82000732421875,240.2214508056641,5143000,5.090011596679716
2025-05-02,243.1300048828125,245.69000244140625,241.3300018310547,245.5500030517578,243.92678833007807,3731900,2.4199981689453125
2025-05-05,243.7400054931641,249.8000030517578,243.63999938964844,249.17999267578125,247.5327911376953,4137800,5.439987182617159
2025-05-06,247.75999450683597,250.19000244140625,246.1100006103516,249.1199951171875,247.4731903076172,2900600,1.360000610351534
2025-05-07,249.4499969482422,254.47000122070312,248.8300018310547,253.3699951171875,251.6950836181641,3399700,3.9199981689453125
2025-05-13,254.42999267578125,259.5799865722656,252.8800048828125,258.5899963378906,258.5899963378906,3521400,4.160003662109375
2025-05-15,259.010009765625,267.42999267578125,258.6099853515625,266.67999267578125,266.67999267578125,4856300,7.66998291015625
